county_fips,county,year,total_occupied_units,owner_occupied_total,renter_occupied_total,owner_rate,renter_rate,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br,annual_change_pct,hpi
34021,Mercer,2014,131564,83605,47959,0.6354701894135174,0.3645298105864826,900,1017,1225,1602,1852,1.1,688.13
34023,Middlesex,2014,282860,176428,106432,0.6237290532418864,0.3762709467581135,928,1184,1458,1892,2482,3.64,614.74
34025,Monmouth,2014,230391,168331,62060,0.7306318389173189,0.2693681610826812,917,1083,1345,1865,2193,4.28,805.27
34027,Morris,2014,179654,132204,47450,0.7358811938504013,0.2641188061495986,1022,1059,1265,1632,1865,2.86,854.75
34029,Ocean,2014,220941,177605,43336,0.8038571383310477,0.1961428616689523,917,1083,1345,1865,2193,3.86,702.57
34031,Passaic,2014,159309,84257,75052,0.5288903953951126,0.4711096046048874,1094,1182,1402,1816,2059,2.55,710.81
34033,Salem,2014,23832,16773,7059,0.7038016112789527,0.2961983887210473,799,942,1135,1414,1518,-1.68,405.46
34035,Somerset,2014,117482,86722,30760,0.7381726562367001,0.2618273437632999,928,1184,1458,1892,2482,2.78,710.19
34037,Sussex,2014,54174,44936,9238,0.829475394100491,0.170524605899509,1022,1059,1265,1632,1865,0.95,609.89
34039,Union,2014,186037,110224,75813,0.592484290759365,0.4075157092406349,1022,1059,1265,1632,1865,2.8,798.64
34041,Warren,2014,41607,29710,11897,0.714062537553777,0.285937462446223,716,960,1171,1530,1707,2.54,537.19
34001,Atlantic,2015,101813,69152,32661,0.6792059953051182,0.3207940046948818,817,947,1176,1626,1890,-1.26,604.32
34003,Bergen,2015,336675,217086,119589,0.644793940744041,0.355206059255959,1070,1156,1371,1776,2014,2.62,881.81
34005,Burlington,2015,163505,119488,44017,0.7307911073055869,0.269208892694413,814,959,1156,1440,1546,1.84,597.16
34007,Camden,2015,185113,123985,61128,0.6697800802752913,0.3302199197247087,814,959,1156,1440,1546,1.15,478.27
34009,Cape May,2015,38708,29608,9100,0.7649064792807688,0.2350935207192311,668,833,1122,1588,1671,2.95,827.15
34011,Cumberland,2015,50380,32877,17503,0.6525803890432711,0.3474196109567288,784,905,1115,1432,1795,0.01,470.5
34013,Essex,2015,279874,118393,161481,0.4230225029834854,0.5769774970165146,1025,1063,1269,1637,1871,3.16,905.86
34015,Gloucester,2015,103876,81254,22622,0.7822211097847434,0.2177788902152566,814,959,1156,1440,1546,0.74,528.03
34017,Hudson,2015,255508,76341,179167,0.2987812514676644,0.7012187485323356,1009,1109,1315,1673,1847,6.17,840.25
34019,Hunterdon,2015,47057,38827,8230,0.8251057228467603,0.1748942771532396,952,1214,1495,1940,2545,0.87,706.1
34021,Mercer,2015,127965,80484,47481,0.6289532293986637,0.3710467706013363,932,1053,1269,1659,1919,1.64,699.38
34023,Middlesex,2015,280855,174162,106693,0.620113581741468,0.379886418258532,952,1214,1495,1940,2545,3.11,633.86
34025,Monmouth,2015,234365,172172,62193,0.7346318776267787,0.2653681223732212,936,1106,1373,1903,2239,2.52,825.58
34027,Morris,2015,179480,133438,46042,0.7434700245152663,0.2565299754847336,1025,1063,1269,1637,1871,2.06,872.34
34029,Ocean,2015,222497,174878,47619,0.7859791367973501,0.2140208632026499,936,1106,1373,1903,2239,2.42,719.59
34031,Passaic,2015,157309,82502,74807,0.5244582318875589,0.4755417681124411,1070,1156,1371,1776,2014,1.69,722.81
34033,Salem,2015,22747,17188,5559,0.7556161252033236,0.2443838747966764,814,959,1156,1440,1546,3.52,419.74
34035,Somerset,2015,117198,87249,29949,0.7444580965545488,0.2555419034454513,952,1214,1495,1940,2545,1.93,723.91
34037,Sussex,2015,53190,43479,9711,0.8174280879864636,0.1825719120135363,1025,1063,1269,1637,1871,0.85,615.06
34039,Union,2015,188035,107462,80573,0.5714999867046029,0.4285000132953971,1025,1063,1269,1637,1871,3.53,826.81
34041,Warren,2015,41813,29009,12804,0.6937794465835984,0.3062205534164016,687,921,1124,1469,1638,2.28,549.45
34001,Atlantic,2016,96777,65459,31318,0.6763900513551774,0.3236099486448226,797,900,1152,1599,1821,-0.71,600.06
34003,Bergen,2016,337227,214790,122437,0.6369300204313415,0.3630699795686585,1088,1228,1440,1859,2209,2.67,905.35
34005,Burlington,2016,165862,125711,40151,0.7579252631705876,0.2420747368294124,830,1003,1210,1502,1659,1.22,604.44
34007,Camden,2016,185512,125281,60231,0.6753255854068739,0.324674414593126,830,1003,1210,1502,1659,2.16,488.59
34009,Cape May,2016,38895,29822,9073,0.7667309422804988,0.2332690577195012,648,854,1051,1464,1673,0.45,830.86
34011,Cumberland,2016,50787,30879,19908,0.6080099237993974,0.3919900762006025,712,896,1129,1442,1659,2.46,482.07
34013,Essex,2016,280734,119868,160866,0.4269807005920195,0.5730192994079805,1044,1099,1324,1695,1922,3.04,933.43
34015,Gloucester,2016,105436,82966,22470,0.7868849349368338,0.2131150650631662,830,1003,1210,1502,1659,1.15,534.1
34017,Hudson,2016,253321,77485,175836,0.3058767334725506,0.6941232665274494,1076,1235,1460,1876,2032,8.8,914.17
34019,Hunterdon,2016,47195,39579,7616,0.8386269731963132,0.1613730268036868,992,1254,1578,2025,2512,1.79,718.74
34021,Mercer,2016,128332,80834,47498,0.6298818689025341,0.3701181310974659,863,1087,1328,1746,2023,1.83,712.15
34023,Middlesex,2016,283661,179257,104404,0.6319409435911175,0.3680590564088824,992,1254,1578,2025,2512,2.2,647.82
34025,Monmouth,2016,230769,166208,64561,0.7202353869020536,0.2797646130979464,904,1124,1417,1928,2245,2.87,849.3
34027,Morris,2016,181059,136087,44972,0.7516168762668523,0.2483831237331477,1044,1099,1324,1695,1922,1.61,886.36
34029,Ocean,2016,224308,175845,48463,0.7839443978814844,0.2160556021185156,904,1124,1417,1928,2245,3.47,744.53
34031,Passaic,2016,163868,83895,79973,0.511966949007738,0.4880330509922621,1088,1228,1440,1859,2209,2.83,743.3
34033,Salem,2016,24195,16273,7922,0.6725769787146104,0.3274230212853895,830,1003,1210,1502,1659,-1.06,415.31
34035,Somerset,2016,116169,86798,29371,0.7471700711893878,0.2528299288106121,992,1254,1578,2025,2512,2.26,740.26
34037,Sussex,2016,51978,42561,9417,0.818827196121436,0.181172803878564,1044,1099,1324,1695,1922,-0.29,613.27
34039,Union,2016,187922,110760,77162,0.5893934717595598,0.4106065282404402,1044,1099,1324,1695,1922,2.69,849.08
34041,Warren,2016,40512,29569,10943,0.7298825039494471,0.2701174960505529,812,1012,1223,1518,1825,-0.41,547.19
34001,Atlantic,2017,97618,62964,34654,0.6450039951648262,0.3549960048351738,912,1013,1310,1765,2010,-1.85,588.93
34003,Bergen,2017,338516,215927,122589,0.6378634983279963,0.3621365016720037,1178,1328,1557,2001,2362,2.83,931.0
34005,Burlington,2017,164248,123012,41236,0.7489406263698797,0.2510593736301203,845,1003,1211,1515,1686,1.61,614.17
34007,Camden,2017,190616,125863,64753,0.6602960926679817,0.3397039073320183,845,1003,1211,1515,1686,2.44,500.5
34009,Cape May,2017,39526,30613,8913,0.7745028588777008,0.2254971411222992,719,933,1133,1574,1942,2.98,855.64
34011,Cumberland,2017,50696,33559,17137,0.6619654410604386,0.3380345589395613,809,878,1130,1478,1688,2.24,492.85
34013,Essex,2017,284928,128910,156018,0.4524300876010781,0.5475699123989218,1007,1063,1288,1655,1886,3.85,969.35
34015,Gloucester,2017,105236,85189,20047,0.8095043521228477,0.1904956478771523,845,1003,1211,1515,1686,1.91,544.29
34017,Hudson,2017,251906,79978,171928,0.3174914452216303,0.6825085547783697,1151,1278,1519,1946,2094,8.13,988.52
34019,Hunterdon,2017,45967,37799,8168,0.8223073074161898,0.1776926925838101,1054,1296,1654,2109,2551,0.89,725.15
34021,Mercer,2017,128757,81741,47016,0.6348470374426245,0.3651529625573755,947,1109,1364,1793,2073,0.59,716.35
34023,Middlesex,2017,285446,181906,103540,0.6372693959628091,0.3627306040371909,1054,1296,1654,2109,2551,2.53,664.2
34025,Monmouth,2017,235727,175403,60324,0.7440938034251486,0.2559061965748514,951,1156,1484,2007,2320,3.25,876.94
34027,Morris,2017,180854,133490,47364,0.7381091930507481,0.2618908069492519,1007,1063,1288,1655,1886,1.44,899.13
34029,Ocean,2017,225847,180631,45216,0.7997936656231874,0.2002063343768126,951,1156,1484,2007,2320,2.81,765.46
34031,Passaic,2017,168397,87365,81032,0.518803779164712,0.481196220835288,1178,1328,1557,2001,2362,2.59,762.57
34033,Salem,2017,24801,16604,8197,0.6694891335026814,0.3305108664973186,845,1003,1211,1515,1686,0.68,418.14
34035,Somerset,2017,114812,88392,26420,0.7698846810437934,0.2301153189562066,1054,1296,1654,2109,2551,1.13,748.64
34037,Sussex,2017,53396,43930,9466,0.8227208030564087,0.1772791969435913,1007,1063,1288,1655,1886,2.12,626.27
34039,Union,2017,190138,110787,79351,0.5826662739694327,0.4173337260305673,1007,1063,1288,1655,1886,2.18,867.58
34041,Warren,2017,41366,29866,11500,0.7219939080404196,0.2780060919595803,795,927,1118,1399,1683,1.52,555.5
34001,Atlantic,2018,96981,66859,30122,0.6894030789536094,0.3105969210463905,890,1020,1312,1734,1985,4.51,615.47
34003,Bergen,2018,339953,220204,119749,0.6477483652151915,0.3522516347848085,1246,1439,1691,2161,2562,3.31,961.83
34005,Burlington,2018,166698,125628,41070,0.7536263182521686,0.2463736817478314,883,1047,1266,1587,1787,2.03,626.64
34007,Camden,2018,188840,125678,63162,0.6655263715314552,0.3344736284685448,883,1047,1266,1587,1787,3.78,519.44
34009,Cape May,2018,39208,31531,7677,0.804198122832075,0.1958018771679249,719,930,1127,1553,1867,4.54,894.51
34011,Cumberland,2018,50034,33770,16264,0.6749410400927369,0.3250589599072631,789,873,1155,1517,1782,1.4,499.77
34013,Essex,2018,289921,129988,159933,0.4483566212864884,0.5516433787135117,988,1082,1314,1685,1950,3.03,998.68
34015,Gloucester,2018,101414,81032,20382,0.7990218313053424,0.2009781686946575,883,1047,1266,1587,1787,1.43,552.07
34017,Hudson,2018,263924,87480,176444,0.3314590563950228,0.6685409436049772,1201,1351,1614,2042,2198,9.18,1079.25
34019,Hunterdon,2018,47733,39678,8055,0.831248821569983,0.1687511784300169,1040,1268,1627,2068,2474,1.6,736.76
34021,Mercer,2018,132980,83219,49761,0.6258008723116258,0.3741991276883742,893,1072,1329,1733,2008,2.53,734.46
34023,Middlesex,2018,285480,179541,105939,0.6289092055485498,0.3710907944514502,1040,1268,1627,2068,2474,3.59,688.04
34025,Monmouth,2018,236327,175902,60425,0.7443161382321952,0.2556838617678048,932,1126,1461,1978,2259,4.43,915.77
34027,Morris,2018,181738,133030,48708,0.7319878066227207,0.2680121933772794,988,1082,1314,1685,1950,3.11,927.08
34029,Ocean,2018,228622,182981,45641,0.8003647942892635,0.1996352057107365,932,1126,1461,1978,2259,3.66,793.48
34031,Passaic,2018,169521,88450,81071,0.5217642651942828,0.4782357348057173,1246,1439,1691,2161,2562,4.06,793.56
34033,Salem,2018,23952,16506,7446,0.689128256513026,0.3108717434869739,883,1047,1266,1587,1787,-1.88,410.27
34035,Somerset,2018,118729,91176,27553,0.7679336977486545,0.2320663022513455,1040,1268,1627,2068,2474,2.95,770.72
34037,Sussex,2018,53749,45399,8350,0.8446482725260005,0.1553517274739995,988,1082,1314,1685,1950,4.16,652.3
34039,Union,2018,192021,110647,81374,0.576223433895251,0.4237765661047489,988,1082,1314,1685,1950,3.53,898.21
34041,Warren,2018,41742,30249,11493,0.7246658042259595,0.2753341957740405,872,1020,1228,1540,1813,2.81,571.09
34001,Atlantic,2019,101975,67659,34316,0.663486148565825,0.336513851434175,858,1003,1279,1683,1913,5.57,649.77
34003,Bergen,2019,343733,222292,121441,0.6466996185993198,0.3533003814006801,1202,1425,1674,2111,2559,2.16,982.64
34005,Burlington,2019,170074,124607,45467,0.7326634288603784,0.2673365711396215,840,992,1200,1503,1715,3.31,647.36
34007,Camden,2019,187780,126990,60790,0.6762701033123868,0.3237298966876131,840,992,1200,1503,1715,3.52,537.72
34009,Cape May,2019,40939,30533,10406,0.7458169471652947,0.2541830528347052,772,998,1202,1634,1845,6.1,949.12
34011,Cumberland,2019,51360,33804,17556,0.6581775700934579,0.341822429906542,842,936,1229,1632,1939,3.97,519.59
34013,Essex,2019,295976,131638,164338,0.4447590345163121,0.5552409654836878,1042,1188,1447,1847,2159,3.44,1033.01
34015,Gloucester,2019,106705,83415,23290,0.7817346890961061,0.2182653109038939,840,992,1200,1503,1715,3.42,570.92
34017,Hudson,2019,266664,83332,183332,0.3124981249812498,0.6875018750187502,1178,1322,1573,1971,2126,5.09,1134.15
34019,Hunterdon,2019,47901,38527,9374,0.8043047118014238,0.1956952881985762,1148,1360,1746,2213,2600,2.01,751.56
34021,Mercer,2019,130851,81851,49000,0.6255282726154175,0.3744717273845824,897,1082,1361,1749,1995,3.02,756.66
34023,Middlesex,2019,285906,181453,104453,0.6346596433792925,0.3653403566207075,1148,1360,1746,2213,2600,4.12,716.38
34025,Monmouth,2019,240377,174634,65743,0.7265004555344313,0.2734995444655687,950,1137,1479,2013,2286,3.56,948.4
34027,Morris,2019,184885,132419,52466,0.7162235984530925,0.2837764015469075,1042,1188,1447,1847,2159,1.79,943.72
34029,Ocean,2019,226725,183046,43679,0.8073481089425516,0.1926518910574484,950,1137,1479,2013,2286,3.19,818.79
34031,Passaic,2019,168059,88200,79859,0.5248156897280122,0.4751843102719878,1202,1425,1674,2111,2559,4.07,825.84
34033,Salem,2019,24404,17467,6937,0.7157433207670874,0.2842566792329126,840,992,1200,1503,1715,4.24,427.69
34035,Somerset,2019,122606,91514,31092,0.7464071905126992,0.2535928094873008,1148,1360,1746,2213,2600,1.65,783.43
34037,Sussex,2019,54099,47108,6991,0.8707739514593615,0.1292260485406384,1042,1188,1447,1847,2159,4.15,679.36
34039,Union,2019,192848,111662,81186,0.5790155977764871,0.4209844022235128,1042,1188,1447,1847,2159,4.0,934.15
34041,Warren,2019,42397,29647,12750,0.699271174847277,0.3007288251527231,938,1069,1297,1625,1823,2.62,586.04
34001,Atlantic,2020,107137,71428,35708,0.6666977794786115,0.333292886677805,872,1028,1305,1745,1980,5.39,684.82
34003,Bergen,2020,347882,228197,119684,0.6559609292806181,0.3440361961814638,1151,1377,1623,2023,2481,2.51,1007.26
34005,Burlington,2020,172966,130374,42592,0.7537550732513905,0.2462449267486095,864,1013,1226,1528,1754,3.92,672.74
34007,Camden,2020,194469,129188,65282,0.6643115355146578,0.3356936066930976,864,1013,1226,1528,1754,5.03,564.74
34009,Cape May,2020,44900,34348,10552,0.764988864142539,0.235011135857461,814,1012,1250,1669,1708,6.37,1009.57
34011,Cumberland,2020,52622,34535,18086,0.6562844437687659,0.3436965527726046,853,960,1259,1670,1985,4.66,543.8
34013,Essex,2020,309214,137656,171558,0.4451803605270136,0.5548196394729863,1034,1218,1483,1891,2236,3.74,1071.6
34015,Gloucester,2020,109604,87047,22556,0.794195467318711,0.2057954089266815,864,1013,1226,1528,1754,4.63,597.35
34017,Hudson,2020,279332,88750,190582,0.3177222802972806,0.6822777197027193,1292,1439,1691,2107,2291,3.88,1178.15
34019,Hunterdon,2020,49596,41550,8047,0.8377691749334624,0.1622509879829018,1193,1382,1770,2228,2572,2.07,767.09
34021,Mercer,2020,137410,86336,51074,0.6283094389054654,0.3716905610945346,949,1128,1456,1814,2056,3.33,781.88
34023,Middlesex,2020,296868,190315,106554,0.6410761685328159,0.3589271999676623,1193,1382,1770,2228,2572,2.87,736.93
34025,Monmouth,2020,245558,182270,63288,0.7422686290000733,0.2577313709999267,1088,1270,1639,2251,2523,2.99,976.81
34027,Morris,2020,188866,138860,50006,0.7352302690796649,0.264769730920335,1034,1218,1483,1891,2236,1.77,960.41
34029,Ocean,2020,233730,188420,45311,0.8061438411842724,0.1938604372566636,1088,1270,1639,2251,2523,4.46,855.33
34031,Passaic,2020,172561,90180,82382,0.522597805993243,0.4774079890589415,1151,1377,1623,2023,2481,3.76,856.9
34033,Salem,2020,24688,17702,6986,0.7170285158781594,0.2829714841218406,864,1013,1226,1528,1754,3.83,444.08
34035,Somerset,2020,126772,96028,30744,0.7574858801628119,0.242514119837188,1193,1382,1770,2228,2572,1.89,798.24
34037,Sussex,2020,56433,49030,7402,0.8688178902415253,0.1311643896301809,1034,1218,1483,1891,2236,4.53,710.15
34039,Union,2020,197120,113341,83779,0.5749847808441558,0.4250152191558441,1034,1218,1483,1891,2236,3.06,962.71
34041,Warren,2020,44375,31833,12542,0.7173633802816901,0.2826366197183098,845,963,1171,1463,1641,5.26,616.88
34001,Atlantic,2021,112299,75198,37101,0.6696230598669624,0.3303769401330377,939,1108,1401,1919,2138,15.65,792.02
34003,Bergen,2021,352030,234102,117928,0.6650058233673266,0.3349941766326733,1253,1503,1768,2199,2724,7.71,1084.93
34005,Burlington,2021,175859,136141,39718,0.7741486076913892,0.2258513923086108,900,1040,1260,1567,1796,12.49,756.77
34007,Camden,2021,201158,131385,69773,0.6531433002913133,0.3468566997086867,900,1040,1260,1567,1796,13.72,642.24
34009,Cape May,2021,48860,38163,10697,0.7810683585755219,0.2189316414244781,898,1069,1361,1763,1846,15.59,1166.95
34011,Cumberland,2021,53883,35266,18617,0.6544921403782269,0.3455078596217731,929,1037,1353,1796,2086,15.64,628.85
34013,Essex,2021,322453,143674,178779,0.4455657103515861,0.5544342896484139,1129,1358,1643,2096,2498,9.82,1176.8
34015,Gloucester,2021,112502,90679,21823,0.8060212262893104,0.1939787737106895,900,1040,1260,1567,1796,14.48,683.87
34017,Hudson,2021,292000,94167,197833,0.3224897260273973,0.6775102739726028,1550,1686,1958,2435,2655,6.97,1260.29
34019,Hunterdon,2021,51292,44572,6720,0.8689854168291351,0.1310145831708648,1204,1371,1753,2187,2492,9.02,836.31
34021,Mercer,2021,143970,90821,53149,0.6308328123914705,0.3691671876085295,1015,1170,1539,1914,2107,10.1,860.82
34023,Middlesex,2021,307831,199177,108654,0.6470335996049781,0.3529664003950219,1204,1371,1753,2187,2492,10.12,811.54
34025,Monmouth,2021,250738,189905,60833,0.7573842018361796,0.2426157981638204,1126,1291,1652,2277,2524,11.69,1090.99
34027,Morris,2021,192847,145301,47546,0.7534522185981634,0.2465477814018367,1129,1358,1643,2096,2498,8.18,1038.97
34029,Ocean,2021,240736,193793,46943,0.8050021600425362,0.1949978399574637,1126,1291,1652,2277,2524,14.94,983.09
34031,Passaic,2021,177063,92159,84904,0.5204870582786918,0.4795129417213082,1253,1503,1768,2199,2724,10.05,943.01
34033,Salem,2021,24973,17937,7036,0.7182557161734674,0.2817442838265326,900,1040,1260,1567,1796,13.74,505.1
34035,Somerset,2021,130939,100542,30397,0.767853733417851,0.2321462665821489,1204,1371,1753,2187,2492,8.15,863.3
34037,Sussex,2021,58767,50953,7814,0.8670342198853098,0.1329657801146902,1129,1358,1643,2096,2498,13.43,805.52
34039,Union,2021,201392,115020,86372,0.5711249702073568,0.4288750297926432,1129,1358,1643,2096,2498,9.86,1057.66
34041,Warren,2021,46353,34019,12334,0.7339115051884452,0.2660884948115548,938,1037,1278,1590,1733,14.42,705.81
34001,Atlantic,2022,106972,74931,32041,0.700473020977452,0.2995269790225479,946,1107,1407,1972,2183,18.17,935.95
34003,Bergen,2022,354937,233045,121892,0.6565813087956455,0.3434186912043546,1237,1481,1736,2159,2691,10.31,1196.75
34005,Burlington,2022,176334,135057,41277,0.7659158188437851,0.2340841811562149,940,1071,1298,1605,1837,16.81,884.01
34007,Camden,2022,203530,134618,68912,0.6614160074681865,0.3385839925318135,940,1071,1298,1605,1837,17.77,756.4
34009,Cape May,2022,48563,37046,11517,0.762844140600869,0.237155859399131,973,1113,1465,1816,1987,19.34,1392.67
34011,Cumberland,2022,54961,36759,18202,0.6688197085205874,0.3311802914794127,970,1061,1377,1813,2025,15.84,728.49
34013,Essex,2022,321371,148132,173239,0.4609376701693681,0.5390623298306318,1017,1223,1479,1887,2249,12.13,1319.49
34015,Gloucester,2022,111781,90355,21426,0.8083216288993658,0.1916783711006342,940,1071,1298,1605,1837,17.7,804.93
34017,Hudson,2022,304526,98457,206069,0.3233122951734827,0.6766877048265173,1610,1711,1972,2438,2674,11.75,1408.43
34019,Hunterdon,2022,50515,43634,6881,0.8637830347421558,0.1362169652578442,1275,1455,1851,2288,2547,12.0,936.69
34021,Mercer,2022,144989,92391,52598,0.6372276517528916,0.3627723482471084,1072,1226,1613,1994,2187,16.5,1002.82
34023,Middlesex,2022,306950,199382,107568,0.6495585600260628,0.3504414399739371,1275,1455,1851,2288,2547,13.21,918.77
34025,Monmouth,2022,253767,193351,60416,0.7619233391260487,0.2380766608739513,1092,1230,1558,2142,2374,14.94,1253.98
34027,Morris,2022,194141,145497,48644,0.7494398401162042,0.2505601598837958,1017,1223,1479,1887,2249,12.3,1166.78
34029,Ocean,2022,241983,195515,46468,0.8079699813623271,0.1920300186376728,1092,1230,1558,2142,2374,19.43,1174.09
34031,Passaic,2022,179292,96083,83209,0.5359023269303705,0.4640976730696294,1237,1481,1736,2159,2691,13.09,1066.49
34033,Salem,2022,25221,18889,6332,0.7489393759168946,0.2510606240831053,940,1071,1298,1605,1837,17.82,595.1
34035,Somerset,2022,130178,100332,29846,0.7707293090998479,0.2292706909001521,1275,1455,1851,2288,2547,13.42,979.18
34037,Sussex,2022,58885,50049,8836,0.8499448076759786,0.1500551923240214,1017,1223,1479,1887,2249,13.56,914.73
34039,Union,2022,202575,115513,87062,0.5702233740589905,0.4297766259410095,1017,1223,1479,1887,2249,13.41,1199.49
34041,Warren,2022,45507,33959,11548,0.7462368426835432,0.2537631573164568,988,1113,1365,1687,1868,13.72,802.62
34001,Atlantic,2023,111158,74940,36218,0.6741754979398694,0.3258245020601306,1081,1257,1583,2240,2445,12.14,1049.61
34003,Bergen,2023,356438,231063,125375,0.6482557976422267,0.3517442023577733,1321,1579,1832,2275,2859,9.04,1304.93
34005,Burlington,2023,179477,137492,41985,0.766070304272971,0.2339296957270291,1081,1218,1470,1789,2079,11.92,989.35
34007,Camden,2023,201670,134076,67594,0.6648286805176774,0.3351713194823226,1081,1218,1470,1789,2079,12.74,852.75
34009,Cape May,2023,47516,39371,8145,0.828584055896961,0.1714159441030389,1046,1178,1551,1925,2084,11.37,1551.02
34011,Cumberland,2023,54482,36090,18392,0.6624206159832605,0.3375793840167395,1095,1143,1471,1941,2079,10.6,805.72
34013,Essex,2023,322456,146736,175720,0.455057434192572,0.544942565807428,1129,1338,1606,2038,2394,10.89,1463.12
34015,Gloucester,2023,113391,89768,23623,0.7916677690469262,0.2083322309530738,1081,1218,1470,1789,2079,12.97,909.31
34017,Hudson,2023,305743,88102,217641,0.2881570469315732,0.7118429530684267,1765,1821,2088,2578,2805,6.66,1502.24
34019,Hunterdon,2023,51186,43834,7352,0.8563669753448209,0.1436330246551791,1336,1515,1917,2333,2575,10.06,1030.91
34021,Mercer,2023,146258,88183,58075,0.6029277031000013,0.3970722968999986,1158,1321,1732,2108,2327,12.91,1132.27
34023,Middlesex,2023,311100,196353,114747,0.6311571841851494,0.3688428158148505,1336,1515,1917,2333,2575,11.01,1019.94
34025,Monmouth,2023,252995,188381,64614,0.7446036482934445,0.2553963517065554,1146,1279,1602,2193,2441,11.16,1393.91
34027,Morris,2023,193192,144520,48672,0.7480641020332105,0.2519358979667895,1129,1338,1606,2038,2394,10.05,1284.07
34029,Ocean,2023,245827,197440,48387,0.8031664544578098,0.1968335455421902,1146,1279,1602,2193,2441,10.42,1296.4
34031,Passaic,2023,178277,97018,81259,0.5441980737840552,0.4558019262159448,1321,1579,1832,2275,2859,8.67,1158.97
34033,Salem,2023,25207,18245,6962,0.7238068790415361,0.2761931209584639,1081,1218,1470,1789,2079,12.69,670.64
34035,Somerset,2023,132047,98372,33675,0.7449771672207623,0.2550228327792377,1336,1515,1917,2333,2575,9.33,1070.57
34037,Sussex,2023,58679,49903,8776,0.8504405323880775,0.1495594676119225,1129,1338,1606,2038,2394,11.81,1022.77
34039,Union,2023,206095,121379,84716,0.5889468449016231,0.411053155098377,1129,1338,1606,2038,2394,10.05,1319.97
34041,Warren,2023,45263,34186,11077,0.7552747277025385,0.2447252722974615,1147,1268,1530,1897,2189,10.56,887.4
